Maskapai,Tanggal_Perjalanan,Waktu_Berangkat,Waktu_Tiba,Durasi_Penerbangan,Jumlah_Transit,Informasi_Tambahan,Jarak_Km,Harga_Tiket
Lion Air,27/03/2019,18:35,01:35 28 Mar,7h,1 stop,No info,2089.2676378593396,1595621
Lion Air,9/03/2019,02:30,04:00,1h 30m,non-stop,No info,621.4628500760243,890302
Lion Air,3/06/2019,05:05,12:10,7h 5m,1 stop,No info,2089.2676378593396,1268830
Garuda Indonesia,01/03/2019,14:05,09:30 02 Mar,19h 25m,1 stop,No info,1739.8021018961408,4789284
Garuda Indonesia,9/04/2019,13:25,19:00 10 Apr,29h 35m,2 stops,No info,2089.2676378593396,1764786
Garuda Indonesia,24/06/2019,19:30,12:35 25 Jun,17h 5m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Transit Maskapai,15/05/2019,09:00,21:00,12h,1 stop,No info,2089.2676378593396,1502385
Lion Air,1/03/2019,22:10,00:55 02 Mar,2h 45m,non-stop,No info,1560.6966232595826,889186
Garuda Indonesia,18/05/2019,20:00,04:40 19 May,8h 40m,1 stop,No info,1560.6966232595826,2594420
Garuda Indonesia,1/05/2019,16:30,22:35,6h 5m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,9/05/2019,06:30,19:50,13h 20m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Citilink,24/05/2019,09:00,11:25,2h 25m,non-stop,No check-in baggage included,1560.6966232595826,714810
Garuda Indonesia,15/05/2019,06:30,16:20,9h 50m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,27/03/2019,05:10,18:50,13h 40m,2 stops,In-flight meal not included,2089.2676378593396,1624281
Garuda Indonesia,1/05/2019,20:25,14:25 02 May,18h,1 stop,No info,1560.6966232595826,2134009
Transit Maskapai,6/03/2019,09:00,15:30,6h 30m,1 stop,No info,2089.2676378593396,2806016
Transit Maskapai,6/06/2019,17:00,01:30 07 Jun,8h 30m,1 stop,No info,2089.2676378593396,1339548
Batik Air,24/06/2019,21:00,07:40 25 Jun,10h 40m,1 stop,No info,2089.2676378593396,1558029
Transit Maskapai,27/05/2019,16:00,01:30 28 May,9h 30m,1 stop,In-flight meal not included,2089.2676378593396,1360019
Citilink,27/03/2019,08:45,13:15,4h 30m,1 stop,No check-in baggage included,2089.2676378593396,821445
Lion Air,18/04/2019,14:25,16:55,2h 30m,non-stop,No info,1560.6966232595826,972186
Garuda Indonesia,21/03/2019,05:45,16:10,10h 25m,1 stop,In-flight meal not included,1739.8021018961408,1457535
Lion Air,09/03/2019,01:30,04:15,2h 45m,non-stop,No info,1739.8021018961408,1276646
Transit Maskapai,6/03/2019,13:00,01:35 07 Mar,12h 35m,1 stop,In-flight meal not included,2089.2676378593396,2816810
Garuda Indonesia,27/03/2019,16:00,19:45 28 Mar,27h 45m,1 stop,In-flight meal not included,2089.2676378593396,1109714
Batik Air,27/03/2019,21:30,19:15 28 Mar,21h 45m,2 stops,No info,2089.2676378593396,1612556
Garuda Indonesia,21/05/2019,23:05,04:25 23 May,29h 20m,2 stops,No info,2089.2676378593396,2815507
Citilink,18/05/2019,17:10,19:40,2h 30m,non-stop,No check-in baggage included,1560.6966232595826,714810
Transit Maskapai,9/06/2019,10:00,01:30 10 Jun,15h 30m,1 stop,No info,2089.2676378593396,2489460
Garuda Indonesia,9/03/2019,05:25,04:25 10 Mar,23h,2 stops,No info,2089.2676378593396,3147695
Garuda Indonesia,9/06/2019,02:15,19:00,16h 45m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Lion Air,9/05/2019,17:35,22:15,4h 40m,1 stop,No info,1560.6966232595826,1002335
Garuda Indonesia,15/05/2019,21:10,04:40 16 May,7h 30m,1 stop,No info,1560.6966232595826,2677607
Garuda Indonesia,27/05/2019,05:30,19:00,13h 30m,2 stops,No info,2089.2676378593396,2815507
Lion Air,15/05/2019,11:55,22:30,10h 35m,1 stop,No info,2089.2676378593396,1198856
Garuda Indonesia,3/06/2019,19:30,12:35 04 Jun,17h 5m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Garuda Indonesia,21/03/2019,15:00,18:50 22 Mar,27h 50m,1 stop,No info,2089.2676378593396,2375939
Garuda Indonesia,6/06/2019,15:00,04:25 07 Jun,13h 25m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Transit Maskapai,12/06/2019,08:00,21:00,13h,1 stop,No info,2089.2676378593396,1378629
Transit Maskapai,27/06/2019,10:00,21:00,11h,1 stop,No info,2089.2676378593396,2528541
Batik Air,15/05/2019,16:50,07:55 16 May,15h 5m,1 stop,No info,1560.6966232595826,1654615
Lion Air,6/06/2019,10:35,01:30 07 Jun,14h 55m,1 stop,No info,2089.2676378593396,1094826
Garuda Indonesia,27/06/2019,13:00,12:35 28 Jun,23h 35m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,9/06/2019,21:10,20:45 10 Jun,23h 35m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,9/05/2019,06:30,19:50,13h 20m,1 stop,No info,1560.6966232595826,2750744
Lion Air,15/03/2019,14:40,17:05,2h 25m,non-stop,No info,1358.3607154263375,1171872
AirAsia Indonesia,12/05/2019,22:50,01:20 13 May,2h 30m,non-stop,No info,1560.6966232595826,820515
Batik Air,9/06/2019,10:55,19:15,8h 20m,2 stops,No info,2089.2676378593396,2304476
Citilink,3/05/2019,13:15,14:45,1h 30m,non-stop,No info,621.4628500760243,375364
Batik Air,6/03/2019,19:00,09:10 07 Mar,14h 10m,1 stop,No info,621.4628500760243,2290519
Citilink,18/03/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,629762
Garuda Indonesia,15/03/2019,08:55,16:10,7h 15m,1 stop,In-flight meal not included,1739.8021018961408,1699837
Lion Air,18/05/2019,02:00,07:25,5h 25m,1 stop,No info,2089.2676378593396,1389050
Transit Maskapai,27/04/2019,07:10,16:10,9h,1 stop,In-flight meal not included,2089.2676378593396,1133907
Transit Maskapai,3/03/2019,04:00,18:50,14h 50m,1 stop,No info,2089.2676378593396,2835606
Garuda Indonesia,1/05/2019,07:05,08:30,1h 25m,non-stop,In-flight meal not included,621.4628500760243,929570
Batik Air,24/05/2019,14:10,17:10,3h,non-stop,No info,2089.2676378593396,1290417
Garuda Indonesia,1/04/2019,21:10,10:05 02 Apr,12h 55m,1 stop,No info,1560.6966232595826,2565202
AirAsia Indonesia,15/06/2019,10:20,12:55,2h 35m,non-stop,No info,1560.6966232595826,820515
Transit Maskapai,27/05/2019,13:00,19:15,6h 15m,1 stop,No info,2089.2676378593396,2958618
Batik Air,21/05/2019,17:15,19:15 22 May,26h,2 stops,No info,2089.2676378593396,2231153
Citilink,3/06/2019,13:15,14:45,1h 30m,non-stop,No info,621.4628500760243,375364
Transit Maskapai,1/06/2019,04:55,19:00,14h 5m,1 stop,No info,2089.2676378593396,2065338
Lion Air,21/05/2019,17:30,01:30 22 May,8h,1 stop,No info,2089.2676378593396,1264363
Garuda Indonesia,1/05/2019,21:10,09:20 02 May,12h 10m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Transit Maskapai,9/03/2019,15:05,01:35 10 Mar,10h 30m,2 stops,No info,2089.2676378593396,6440549
Batik Air,15/05/2019,14:10,17:10,3h,non-stop,No info,2089.2676378593396,1134093
Lion Air,9/05/2019,15:15,20:30,5h 15m,1 stop,No info,1560.6966232595826,849546
Batik Air,27/05/2019,05:15,19:15 28 May,38h,3 stops,No info,2089.2676378593396,1952747
Batik Air,27/06/2019,19:45,19:15 28 Jun,23h 30m,2 stops,No info,2089.2676378593396,1796423
Batik Air,18/03/2019,06:45,10:35 16 Mar,27h 50m,2 stops,No info,1739.8021018961408,2289960
Batik Air,15/05/2019,10:00,12:45,2h 45m,non-stop,No info,1750.1147624132104,1295442
Transit Maskapai,15/05/2019,06:00,12:35,6h 35m,1 stop,No info,2089.2676378593396,1822663
Transit Maskapai,27/05/2019,17:30,01:30 28 May,8h,1 stop,No info,2089.2676378593396,2489460
Garuda Indonesia,27/05/2019,02:15,19:00,16h 45m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Transit Maskapai,27/06/2019,11:25,19:15,7h 50m,1 stop,No info,2089.2676378593396,1331546
Transit Maskapai,24/06/2019,15:00,01:30 25 Jun,10h 30m,1 stop,No info,2089.2676378593396,2489460
Sriwijaya Air,3/05/2019,11:30,14:20,2h 50m,non-stop,No info,1750.1147624132104,868715
Lion Air,01/03/2019,07:30,12:20,4h 50m,1 stop,No info,1739.8021018961408,1509271
Garuda Indonesia,6/04/2019,08:20,11:20,3h,non-stop,In-flight meal not included,1750.1147624132104,845638
Batik Air,27/06/2019,16:40,19:15 28 Jun,26h 35m,2 stops,No info,2089.2676378593396,1796423
Garuda Indonesia,1/05/2019,08:25,18:15,9h 50m,1 stop,No info,1560.6966232595826,2750744
Sriwijaya Air Premium,6/04/2019,11:30,14:20,2h 50m,non-stop,No info,1750.1147624132104,1110831
Citilink,3/04/2019,13:15,14:45,1h 30m,non-stop,No info,621.4628500760243,375364
Garuda Indonesia,6/06/2019,17:00,23:35,6h 35m,1 stop,No info,1560.6966232595826,2633501
Garuda Indonesia,9/06/2019,16:30,04:40 10 Jun,12h 10m,1 stop,No info,1560.6966232595826,2555339
Garuda Indonesia,3/03/2019,09:00,18:50,9h 50m,1 stop,In-flight meal not included,2089.2676378593396,2865940
Garuda Indonesia,9/05/2019,09:35,10:55 10 May,25h 20m,1 stop,In-flight meal not included,1560.6966232595826,1501083
Garuda Indonesia,3/03/2019,05:40,18:50 04 Mar,37h 10m,2 stops,No info,2089.2676378593396,3966535
Batik Air,01/03/2019,11:05,22:45,11h 40m,1 stop,No info,1739.8021018961408,2618241
Garuda Indonesia,15/03/2019,15:50,17:20,1h 30m,non-stop,In-flight meal not included,621.4628500760243,459667
Lion Air,24/04/2019,20:20,22:55,2h 35m,non-stop,No info,1560.6966232595826,894024
Batik Air,15/03/2019,05:50,12:55,7h 5m,1 stop,No info,1739.8021018961408,1680297
Lion Air,12/05/2019,04:40,07:15,2h 35m,non-stop,No info,1560.6966232595826,894024
Garuda Indonesia,9/05/2019,23:05,19:00 10 May,19h 55m,2 stops,No info,2089.2676378593396,2815507
Lion Air,24/03/2019,19:05,20:30,1h 25m,non-stop,No info,621.4628500760243,512519
Garuda Indonesia,1/04/2019,21:10,08:15 02 Apr,11h 5m,1 stop,No info,1560.6966232595826,2487040
Lion Air,24/03/2019,17:35,22:15,4h 40m,1 stop,No info,1560.6966232595826,1290231
Garuda Indonesia,18/05/2019,23:05,12:35 19 May,13h 30m,2 stops,No info,2089.2676378593396,2815507
Transit Maskapai,9/06/2019,11:25,19:00,7h 35m,1 stop,No info,2089.2676378593396,2084320
Garuda Indonesia,15/05/2019,02:55,04:20,1h 25m,non-stop,In-flight meal not included,621.4628500760243,597381
Garuda Indonesia,18/06/2019,10:20,11:50,1h 30m,non-stop,No info,621.4628500760243,1496244
Garuda Indonesia,12/06/2019,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,2089.2676378593396,2032026
Lion Air,27/06/2019,07:35,16:10,8h 35m,1 stop,No info,2089.2676378593396,1198856
Lion Air,1/04/2019,14:20,17:35,3h 15m,non-stop,No info,2089.2676378593396,880067
Lion Air,6/03/2019,11:55,22:20,10h 25m,1 stop,No info,2089.2676378593396,1198856
Citilink,12/06/2019,22:20,00:40 13 Jun,2h 20m,non-stop,No check-in baggage included,1560.6966232595826,714810
Batik Air,3/06/2019,19:45,19:15 04 Jun,23h 30m,2 stops,No info,2089.2676378593396,1943070
Transit Maskapai,1/06/2019,10:00,21:00,11h,1 stop,No info,2089.2676378593396,2528541
Garuda Indonesia,15/05/2019,20:25,14:25 16 May,18h,1 stop,No info,1560.6966232595826,2134009
Lion Air,3/03/2019,13:20,15:35,2h 15m,non-stop,No info,1358.3607154263375,1357600
Citilink,1/05/2019,09:45,12:00,2h 15m,non-stop,No info,1358.3607154263375,669402
Transit Maskapai,9/05/2019,06:40,19:15,12h 35m,1 stop,No info,2089.2676378593396,1449161
Lion Air,6/03/2019,06:40,21:00,14h 20m,1 stop,No info,2089.2676378593396,2767493
Lion Air,15/06/2019,15:40,18:25,2h 45m,non-stop,No info,1358.3607154263375,658794
Lion Air,1/06/2019,06:50,22:30,15h 40m,1 stop,No info,2089.2676378593396,1198856
AirAsia Indonesia,24/06/2019,11:10,13:55,2h 45m,non-stop,No info,1750.1147624132104,629576
AirAsia Indonesia,18/04/2019,22:50,01:20 19 Apr,2h 30m,non-stop,No info,1560.6966232595826,820515
Lion Air,9/05/2019,07:55,10:15,2h 20m,non-stop,No info,1358.3607154263375,716485
Transit Maskapai,24/06/2019,13:15,22:30,9h 15m,1 stop,No info,2089.2676378593396,1492150
Garuda Indonesia,1/04/2019,20:25,15:05 02 Apr,18h 40m,1 stop,No info,1560.6966232595826,2134009
Sriwijaya Air,6/06/2019,11:30,14:20,2h 50m,non-stop,No info,1750.1147624132104,868715
Garuda Indonesia,24/06/2019,17:35,19:00 25 Jun,25h 25m,2 stops,No info,2089.2676378593396,2590884
Batik Air,6/05/2019,06:20,07:40,1h 20m,non-stop,No info,621.4628500760243,674612
AirAsia Indonesia,18/05/2019,19:55,22:25,2h 30m,non-stop,No info,1560.6966232595826,1114553
Lion Air,21/04/2019,04:00,06:50,2h 50m,non-stop,No info,1750.1147624132104,823120
Garuda Indonesia,18/06/2019,09:50,13:05,3h 15m,non-stop,No info,2089.2676378593396,1779860
Garuda Indonesia,12/06/2019,16:30,18:15 13 Jun,25h 45m,1 stop,In-flight meal not included,1560.6966232595826,1587247
Batik Air,6/06/2019,20:45,23:20,2h 35m,non-stop,No info,1560.6966232595826,771384
Lion Air,3/05/2019,17:15,19:50,2h 35m,non-stop,No info,1560.6966232595826,894024
Lion Air,1/06/2019,14:20,22:30,8h 10m,1 stop,No info,2089.2676378593396,1291162
Garuda Indonesia,06/03/2019,08:00,07:40 07 Mar,23h 40m,1 stop,No info,1739.8021018961408,2757072
Transit Maskapai,6/03/2019,07:30,19:15,11h 45m,1 stop,No info,2089.2676378593396,2805830
Garuda Indonesia,15/06/2019,09:40,19:00,9h 20m,2 stops,No info,2089.2676378593396,2421905
Batik Air,9/06/2019,05:50,20:25,14h 35m,2 stops,No info,1560.6966232595826,2084506
Garuda Indonesia,6/06/2019,20:25,18:00 07 Jun,21h 35m,1 stop,No info,1560.6966232595826,2361981
Transit Maskapai,1/06/2019,09:45,16:10,6h 25m,1 stop,No info,2089.2676378593396,1795121
Garuda Indonesia,24/05/2019,22:50,04:25 25 May,5h 35m,1 stop,No info,2089.2676378593396,2992302
Batik Air,15/05/2019,09:10,11:05 16 May,25h 55m,2 stops,No info,1560.6966232595826,1138374
Transit Maskapai,9/06/2019,15:15,01:30 10 Jun,10h 15m,1 stop,No info,2089.2676378593396,1264550
Batik Air,1/06/2019,21:05,22:25,1h 20m,non-stop,No info,621.4628500760243,576910
Garuda Indonesia,9/05/2019,02:15,12:35,10h 20m,1 stop,No info,2089.2676378593396,2949871
Sriwijaya Air,6/06/2019,07:05,09:20,2h 15m,non-stop,No info,1358.3607154263375,686151
Lion Air,12/04/2019,16:55,19:55,3h,non-stop,No info,1750.1147624132104,928639
Garuda Indonesia,9/05/2019,19:15,19:00 10 May,23h 45m,1 stop,No info,2089.2676378593396,2894599
Transit Maskapai,15/06/2019,06:00,19:15,13h 15m,1 stop,No info,2089.2676378593396,1772789
Lion Air,18/05/2019,05:35,08:50,3h 15m,non-stop,No info,2089.2676378593396,1119392
Batik Air,1/05/2019,12:00,21:50,9h 50m,2 stops,No info,1560.6966232595826,1986804
Garuda Indonesia,27/05/2019,18:15,12:35 28 May,18h 20m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Garuda Indonesia,27/05/2019,23:05,04:25 29 May,29h 20m,2 stops,No info,2089.2676378593396,2815507
Transit Maskapai,21/03/2019,11:30,19:15,7h 45m,1 stop,No info,2089.2676378593396,2489646
Citilink,1/06/2019,09:00,11:25,2h 25m,non-stop,No info,1560.6966232595826,776781
Transit Maskapai,21/05/2019,11:25,19:00,7h 35m,1 stop,No info,2089.2676378593396,1694068
Lion Air,9/06/2019,07:55,10:15,2h 20m,non-stop,No info,1358.3607154263375,716485
Sriwijaya Air,9/06/2019,14:40,17:50,3h 10m,non-stop,No info,2089.2676378593396,1156798
Sriwijaya Air,1/04/2019,17:00,23:25,6h 25m,1 stop,No info,1560.6966232595826,1602321
Garuda Indonesia,6/06/2019,17:00,09:45 07 Jun,16h 45m,1 stop,In-flight meal not included,1560.6966232595826,1961308
Lion Air,9/03/2019,11:55,22:20,10h 25m,1 stop,No info,2089.2676378593396,1242031
Transit Maskapai,24/06/2019,08:00,21:00,13h,1 stop,No info,2089.2676378593396,1417710
Lion Air,21/04/2019,00:30,03:25,2h 55m,non-stop,No info,1750.1147624132104,733792
Sriwijaya Air,24/03/2019,16:00,18:35,2h 35m,non-stop,No info,1739.8021018961408,2217009
Lion Air,09/03/2019,18:55,21:45,2h 50m,non-stop,No info,1739.8021018961408,1276646
Garuda Indonesia,12/06/2019,05:30,19:00,13h 30m,2 stops,No info,2089.2676378593396,2473641
Transit Maskapai,6/03/2019,02:15,15:30,13h 15m,1 stop,No info,2089.2676378593396,3174308
Garuda Indonesia,27/06/2019,05:30,19:00,13h 30m,2 stops,No info,2089.2676378593396,2421905
Batik Air,3/03/2019,07:05,19:15 04 Mar,36h 10m,2 stops,No info,2089.2676378593396,2149827
Lion Air,12/03/2019,11:35,14:00,2h 25m,non-stop,No info,1358.3607154263375,1171872
Lion Air,24/03/2019,11:35,14:00,2h 25m,non-stop,No info,1358.3607154263375,806185
Batik Air,21/03/2019,05:10,08:00,2h 50m,non-stop,No info,2089.2676378593396,1055931
Transit Maskapai,21/05/2019,07:05,19:15,12h 10m,1 stop,In-flight meal not included,2089.2676378593396,1993317
Garuda Indonesia,1/04/2019,09:35,18:00,8h 25m,1 stop,No info,1560.6966232595826,2134009
Batik Air,6/05/2019,16:50,15:05 07 May,22h 15m,2 stops,No info,1560.6966232595826,2313967
Batik Air,24/06/2019,18:05,21:10,3h 5m,non-stop,No info,2089.2676378593396,967906
Sriwijaya Air,18/05/2019,17:00,19:35,2h 35m,non-stop,No info,1750.1147624132104,907796
Garuda Indonesia,6/06/2019,05:30,04:25 07 Jun,22h 55m,2 stops,No info,2089.2676378593396,2421905
Citilink,6/06/2019,08:20,10:35,2h 15m,non-stop,No info,1358.3607154263375,669402
Batik Air,03/03/2019,08:50,11:10 07 Mar,26h 20m,2 stops,No info,1739.8021018961408,2344674
Garuda Indonesia,24/05/2019,18:55,22:35 25 May,27h 40m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,21/05/2019,02:15,19:00,16h 45m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Lion Air,21/06/2019,13:00,15:50,2h 50m,non-stop,No info,1750.1147624132104,733792
Transit Maskapai,12/06/2019,13:00,01:30 13 Jun,12h 30m,1 stop,No info,2089.2676378593396,1339548
Citilink,18/05/2019,15:05,20:20,5h 15m,1 stop,No info,1560.6966232595826,923614
Lion Air,01/03/2019,16:55,19:45,2h 50m,non-stop,No info,1739.8021018961408,2353979
Transit Maskapai,6/03/2019,08:00,15:30,7h 30m,1 stop,No info,2089.2676378593396,3213389
Garuda Indonesia,9/05/2019,07:05,19:00,11h 55m,1 stop,In-flight meal not included,2089.2676378593396,2302615
Garuda Indonesia,03/03/2019,11:40,00:45 07 Mar,13h 5m,1 stop,In-flight meal not included,1739.8021018961408,2512722
Transit Maskapai,21/03/2019,11:30,18:50,7h 20m,1 stop,No info,2089.2676378593396,2162854
Citilink,3/03/2019,22:20,00:40 04 Mar,2h 20m,non-stop,No info,1560.6966232595826,1026342
Garuda Indonesia,15/05/2019,20:25,14:25 16 May,18h,1 stop,In-flight meal not included,1560.6966232595826,1733335
Transit Maskapai,3/06/2019,10:20,19:00,8h 40m,1 stop,No info,2089.2676378593396,2193933
Lion Air,6/04/2019,20:00,22:50,2h 50m,non-stop,No info,1750.1147624132104,897560
Batik Air,3/06/2019,13:15,09:25 04 Jun,20h 10m,2 stops,No info,2089.2676378593396,1947909
Transit Maskapai,3/06/2019,13:00,21:00,8h,1 stop,No info,2089.2676378593396,1378629
Batik Air,15/06/2019,06:05,09:25 16 Jun,27h 20m,1 stop,No info,2089.2676378593396,1392028
Citilink,24/04/2019,22:20,00:40 25 Apr,2h 20m,non-stop,No check-in baggage included,1560.6966232595826,714810
Citilink,18/05/2019,17:45,20:05,2h 20m,non-stop,No check-in baggage included,1358.3607154263375,659352
Batik Air,24/06/2019,05:15,19:15 25 Jun,38h,3 stops,No info,2089.2676378593396,1952747
Transit Maskapai,27/05/2019,11:25,19:00,7h 35m,1 stop,No info,2089.2676378593396,1694068
Garuda Indonesia,6/05/2019,14:05,19:50,5h 45m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Lion Air,9/06/2019,20:00,22:50,2h 50m,non-stop,No info,1750.1147624132104,897560
AirAsia Indonesia,24/03/2019,23:25,02:10 25 Mar,2h 45m,non-stop,No info,1739.8021018961408,834100
Garuda Indonesia,12/06/2019,06:30,10:05 13 Jun,27h 35m,1 stop,In-flight meal not included,1560.6966232595826,1587247
Batik Air,3/03/2019,14:10,17:10,3h,non-stop,No info,2089.2676378593396,1475959
Garuda Indonesia,18/05/2019,18:55,09:20 19 May,14h 25m,1 stop,In-flight meal not included,1560.6966232595826,1798284
Garuda Indonesia,1/06/2019,09:40,19:00,9h 20m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Batik Air,18/05/2019,12:00,21:50,9h 50m,2 stops,No info,1560.6966232595826,1889101
Citilink,27/05/2019,17:45,20:05,2h 20m,non-stop,No check-in baggage included,1358.3607154263375,659352
Transit Maskapai,1/06/2019,19:00,01:30 02 Jun,6h 30m,1 stop,No info,2089.2676378593396,1401333
Transit Maskapai,9/05/2019,14:55,22:30,7h 35m,1 stop,No info,2089.2676378593396,1266410
Super Air Jet,18/06/2019,07:45,10:40,2h 55m,non-stop,No info,1750.1147624132104,636276
AirAsia Indonesia,9/06/2019,23:55,02:45 10 Jun,2h 50m,non-stop,No info,1750.1147624132104,1325032
Garuda Indonesia,21/05/2019,17:00,10:55 22 May,17h 55m,1 stop,No info,1560.6966232595826,2633501
Batik Air,21/06/2019,06:20,07:40,1h 20m,non-stop,No info,621.4628500760243,576910
Garuda Indonesia,24/05/2019,17:00,14:25 25 May,21h 25m,1 stop,No info,1560.6966232595826,2255718
Citilink,6/05/2019,05:45,07:15,1h 30m,non-stop,No info,621.4628500760243,375364
Citilink,15/06/2019,05:45,07:15,1h 30m,non-stop,No check-in baggage included,621.4628500760243,492607
Lion Air,12/06/2019,17:05,22:25,5h 20m,1 stop,No info,2089.2676378593396,1143957
Garuda Indonesia,1/06/2019,18:25,04:25 02 Jun,10h,2 stops,No info,2089.2676378593396,2649506
Garuda Indonesia,12/06/2019,21:10,09:20 13 Jun,12h 10m,1 stop,No info,1560.6966232595826,2427488
Garuda Indonesia,18/05/2019,02:15,19:00,16h 45m,1 stop,No info,2089.2676378593396,2894599
Citilink,9/04/2019,09:30,12:20,2h 50m,non-stop,No info,1750.1147624132104,823120
Batik Air,6/06/2019,21:00,07:40 07 Jun,10h 40m,1 stop,No info,2089.2676378593396,1558029
Garuda Indonesia,18/05/2019,20:00,23:35 19 May,27h 35m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Sriwijaya Air,18/05/2019,17:00,18:50 19 May,25h 50m,1 stop,No info,1560.6966232595826,1778186
